          10   -955.6287
          20   -955.6020
          30   -952.9834
          40   -965.0003
          50   -966.2224
          60   -964.3372
          70   -962.7807
          80   -956.0469
          90   -971.7978
         100   -963.5370
         110   -958.1403
         120   -968.6661
