    0.008682    0.000000
    0.026047    0.000000
    0.043412    0.000000
    0.060776    0.000000
    0.078141    0.000000
    0.095506    0.000000
    0.112870    0.000000
    0.130235    0.000000
    0.147600    0.000000
    0.164964    0.000000
    0.182329    0.000000
    0.199694    0.000000
    0.217058    0.000000
    0.234423    0.000000
    0.251788    0.000000
    0.269152    0.000000
    0.286517    0.000000
    0.303881    0.000000
    0.321246    0.000000
    0.338611    0.000000
    0.355975    0.000000
    0.373340    0.000000
    0.390705    0.000000
    0.408069    0.000000
    0.425434    0.000000
    0.442799    0.000000
    0.460163    0.000000
    0.477528    0.000000
    0.494893    0.000000
    0.512257    0.000000
    0.529622    0.000000
    0.546987    0.000000
    0.564351    0.000000
    0.581716    0.000000
    0.599081    0.000000
    0.616445    0.000000
    0.633810    0.000000
    0.651175    0.000000
    0.668539    0.000000
    0.685904    0.000000
    0.703269    0.000000
    0.720633    0.000000
    0.737998    0.000000
    0.755363    0.000000
    0.772727    0.000000
    0.790092    0.000000
    0.807457    0.000000
    0.824821    0.000000
    0.842186    0.000000
    0.859551    0.000000
    0.876915    0.000000
    0.894280    0.000000
    0.911644    0.000000
    0.929009    0.000000
    0.946374    0.000000
    0.963738    0.000000
    0.981103    0.000000
    0.998468    1.588681
    1.015832    3.854705
    1.033197    3.617439
    1.050562    3.645895
    1.067926    3.687778
    1.085291    3.637233
    1.102656    3.630596
    1.120020    3.540083
    1.137385    3.523664
    1.154750    3.620993
    1.172114    3.497186
    1.189479    3.609423
    1.206844    3.569703
    1.224208    3.553175
    1.241573    3.596072
    1.258938    0.660316
    1.276302    0.644188
    1.293667    0.663795
    1.311032    0.702494
    1.328396    0.701692
    1.345761    0.659752
    1.363126    0.715336
    1.380490    0.682036
    1.397855    0.683097
    1.415220    0.739089
    1.432584    0.744459
    1.449949    0.701445
    1.467314    0.698588
    1.484678    0.721061
    1.502043    0.803089
    1.519407    0.769080
    1.536772    0.779642
    1.554137    0.776799
    1.571501    0.733100
    1.588866    0.774248
    1.606231    0.784171
    1.623595    0.811010
    1.640960    0.831867
    1.658325    0.835396
    1.675689    0.878962
    1.693054    0.807820
    1.710419    0.857978
    1.727783    0.860503
    1.745148    0.877919
    1.762513    0.863408
    1.779877    0.912007
    1.797242    0.903565
    1.814607    0.946692
    1.831971    0.940503
    1.849336    0.977334
    1.866701    0.979713
    1.884065    0.995634
    1.901430    1.020875
    1.918795    1.013122
    1.936159    1.039072
    1.953524    0.996851
    1.970889    1.062567
    1.988253    1.063200
    2.005618    1.051478
    2.022983    1.048547
    2.040347    1.031112
    2.057712    1.077887
    2.075076    1.075844
    2.092441    1.024828
    2.109806    1.041660
    2.127170    1.032453
    2.144535    1.052003
    2.161900    1.063910
    2.179264    0.998413
    2.196629    1.044162
    2.213994    1.046115
    2.231358    0.996176
    2.248723    0.973380
    2.266088    0.960154
    2.283452    0.970561
    2.300817    0.913150
    2.318182    0.919829
    2.335546    0.870036
    2.352911    0.870889
    2.370276    0.863405
    2.387640    0.873226
    2.405005    0.842036
    2.422370    0.851943
    2.439734    0.867361
    2.457099    0.866268
    2.474464    0.855295
    2.491828    0.860767
    2.509193    0.860006
    2.526558    0.866417
    2.543922    0.887059
    2.561287    0.884456
    2.578652    0.878896
    2.596016    0.879634
    2.613381    0.868188
    2.630746    0.911955
    2.648110    0.896244
    2.665475    0.911387
    2.682839    0.923925
    2.700204    0.920332
    2.717569    0.902545
    2.734933    0.927970
    2.752298    0.942525
    2.769663    0.926002
    2.787027    0.934493
    2.804392    0.936832
    2.821757    0.938516
    2.839121    0.919955
    2.856486    0.949786
    2.873851    0.929533
    2.891215    0.947692
    2.908580    0.920368
    2.925945    0.943960
    2.943309    0.937053
    2.960674    0.967434
    2.978039    0.970857
    2.995403    0.964000
    3.012768    0.948449
    3.030133    0.966105
    3.047497    0.963413
    3.064862    0.947611
    3.082227    0.954048
    3.099591    0.966543
    3.116956    0.962861
    3.134321    0.944388
    3.151685    0.952885
    3.169050    0.947765
    3.186415    0.956618
    3.203779    0.951456
    3.221144    0.935966
    3.238509    0.956506
    3.255873    0.953721
    3.273238    0.961520
    3.290602    0.976853
    3.307967    0.966241
    3.325332    0.953772
    3.342696    0.947895
    3.360061    0.951260
    3.377426    0.943466
    3.394790    0.968560
    3.412155    0.945989
    3.429520    0.952612
    3.446884    0.941860
    3.464249    0.941419
    3.481614    0.947749
    3.498978    0.937108
    3.516343    0.962728
    3.533708    0.970208
    3.551072    0.956083
    3.568437    0.961414
    3.585802    0.955607
    3.603166    0.952130
    3.620531    0.955294
    3.637896    0.963640
    3.655260    0.988748
    3.672625    0.997781
    3.689990    0.955941
    3.707354    0.988540
    3.724719    0.970772
    3.742084    0.961584
    3.759448    0.973015
    3.776813    0.972622
    3.794178    0.986482
    3.811542    0.979922
    3.828907    0.979547
    3.846271    0.978856
    3.863636    0.965391
    3.881001    0.981294
    3.898365    0.966311
    3.915730    0.985500
    3.933095    0.975189
    3.950459    0.971835
    3.967824    0.986631
    3.985189    0.992323
    4.002553    0.979889
    4.019918    0.971788
    4.037283    0.977438
    4.054647    0.965084
    4.072012    0.990623
    4.089377    0.977375
    4.106741    0.966390
    4.124106    0.995205
    4.141471    0.974233
    4.158835    0.978976
    4.176200    0.976548
    4.193565    0.982400
    4.210929    0.979996
    4.228294    0.980884
    4.245659    0.993369
    4.263023    0.983214
    4.280388    0.973802
    4.297753    0.989127
    4.315117    0.978929
    4.332482    0.966103
    4.349847    0.969719
    4.367211    0.976181
    4.384576    0.977998
    4.401941    0.977445
    4.419305    0.986041
    4.436670    0.965117
    4.454034    0.970301
    4.471399    0.977405
    4.488764    0.966664
    4.506128    0.956403
    4.523493    0.977382
    4.540858    0.977860
    4.558222    0.969279
    4.575587    0.975970
    4.592952    0.982997
    4.610316    0.987850
    4.627681    0.966403
    4.645046    0.971447
    4.662410    0.983212
    4.679775    0.986534
    4.697140    0.993458
    4.714504    0.994337
    4.731869    0.978804
    4.749234    0.979165
    4.766598    0.984360
    4.783963    0.986030
    4.801328    0.975451
    4.818692    0.996814
    4.836057    0.984344
    4.853422    0.979689
    4.870786    0.982034
    4.888151    0.976416
    4.905516    0.977714
    4.922880    0.980181
    4.940245    0.965564
    4.957610    0.993195
    4.974974    0.987065
    4.992339    0.980997
    5.009703    0.965845
    5.027068    0.982105
    5.044433    0.995040
    5.061797    0.982381
    5.079162    0.986739
    5.096527    0.980835
    5.113891    0.989379
    5.131256    0.989496
    5.148621    0.998878
    5.165985    0.987928
    5.183350    0.981684
    5.200715    0.978554
    5.218079    0.993068
    5.235444    0.990983
    5.252809    0.976177
    5.270173    0.989300
    5.287538    0.988418
    5.304903    0.986581
    5.322267    0.991020
    5.339632    0.986695
    5.356997    1.002346
    5.374361    0.987644
    5.391726    0.998234
    5.409091    0.984471
    5.426455    0.988729
    5.443820    0.994895
    5.461185    0.974411
    5.478549    0.974537
    5.495914    0.981636
    5.513279    0.997234
    5.530643    0.982840
    5.548008    0.986789
    5.565373    0.986964
    5.582737    0.979981
    5.600102    0.993409
    5.617466    0.981513
    5.634831    0.987812
    5.652196    0.991255
    5.669560    0.986933
    5.686925    0.987924
    5.704290    0.992023
    5.721654    0.990968
    5.739019    0.989568
    5.756384    0.993234
    5.773748    0.989997
    5.791113    0.983485
    5.808478    0.984456
    5.825842    0.995910
    5.843207    0.986926
    5.860572    0.993144
    5.877936    0.984409
    5.895301    1.001847
    5.912666    0.990128
    5.930030    1.000571
    5.947395    0.994539
    5.964760    1.002167
    5.982124    1.007735
    5.999489    0.987722
    6.016854    0.988753
    6.034218    0.991909
    6.051583    1.006549
