           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   0.0000000000000000     
           5  -1.5139154518950438E-002
           6  -5.0463848396501462E-002
           7  -7.0649387755102058E-002
           8  -8.0742157434402356E-002
           9 -0.10440504373177849     
          10 -0.14634516034985431     
          11 -0.16653069970845491     
          12 -0.19680900874635576     
          13 -0.22204093294460639     
          14 -0.25231924198250716     
          15 -0.25736562682215730     
          16 -0.29269032069970818     
          17 -0.32801501457725912     
          18 -0.34158513119533485     
          19 -0.36838609329446015     
          20 -0.39866440233236095     
          21 -0.42389632653061160     
          22 -0.43398909620991188     
          23 -0.43903548104956203     
          24 -0.45922102040816254     
          25 -0.46931379008746277     
          26 -0.48949932944606328     
          27 -0.50968486880466379     
          28 -0.53996317784256465     
          29 -0.55510233236151496     
          30 -0.58538064139941581     
          31 -0.63079810495626698     
          32 -0.64593725947521730     
          33 -0.66612279883381786     
          34 -0.68630833819241832     
          35 -0.70649387755101889     
          36 -0.70649387755101889     
          37 -0.74181857142856977     
          38 -0.77209688046647063     
          39 -0.79228241982507119     
          40 -0.82760711370262208     
          41 -0.83265349854227222     
          42 -0.82256072886297193     
          43 -0.82256072886297193     
          44 -0.84274626822157239     
          45 -0.85788542274052282     
          46 -0.85283903790087268     
          47 -0.87302457725947324     
          48 -0.87302457725947324     
          49 -0.88311734693877353     
          50 -0.90330288629737399     
          51 -0.93862758017492487     
          52 -0.92853481049562470     
          53 -0.96385950437317558     
          54 -0.96385950437317558     
          55 -0.99413781341107632     
          56  -1.0092769679300266     
          57  -1.0092769679300266     
          58  -1.0345088921282775     
          59  -1.0244161224489772     
          60  -1.0244161224489772     
          61  -1.0077079300291520     
          62  -1.0143233527696769     
          63  -1.0345088921282775     
          64  -1.0496480466472278     
          65  -1.0597408163265281     
          66  -1.0446016618075775     
          67  -1.0900191253644287     
          68  -1.1001118950437290     
          69  -1.1202974344023295     
          70  -1.1404829737609301     
          71  -1.1303902040816298     
          72  -1.1354365889212799     
          73  -1.1556221282798804     
          74  -1.1455293586005801     
          75  -1.1556221282798804     
          76  -1.1843313994169067     
          77  -1.1808540524781310     
          78  -1.1808540524781310     
          79  -1.2111323615160319     
          80  -1.1928551311953322     
          81  -1.2347952478134079     
          82  -1.2565498250728830     
          83  -1.2868281341107839     
          84  -1.3171064431486845     
          85  -1.3423383673469353     
          86  -1.3524311370262354     
          87  -1.3473847521865854     
          88  -1.3473847521865854     
          89  -1.3625239067055357     
          90  -1.3726166763848360     
          91  -1.3726166763848360     
          92  -1.4079413702623869     
          93  -1.4180341399416871     
          94  -1.4129877551020371     
          95  -1.4129877551020371     
          96  -1.4180341399416871     
          97  -1.4382196793002877     
          98  -1.4584052186588883     
          99  -1.4684979883381886     
         100  -1.5038226822157397     
