           1   0.0000000000000000     
           2   0.0000000000000000     
           3   0.0000000000000000     
           4   2.9154519384873507E-004
           5  -1.4847609325101702E-002
           6  -4.0371078717201164E-002
           7  -6.5311457721603169E-002
           8  -6.4436822140056971E-002
           9  -7.4238046625508536E-002
          10 -0.11965551018235988     
          11 -0.13537775508900782     
          12 -0.18438387751626564     
          13 -0.22145784255690898     
          14 -0.20990734690836504     
          15 -0.24106029152781203     
          16 -0.27046396498416658     
          17 -0.31558988334716909     
          18 -0.37255784255256413     
          19 -0.39361801749271091     
          20 -0.41292892126976521     
          21 -0.45329999998696630     
          22 -0.46814760931206795     
          23 -0.48804160347681969     
          24 -0.54743204077722629     
          25 -0.56286274049002549     
          26 -0.59877052475527381     
          27 -0.61924760930772305     
          28 -0.63914160347247484     
          29 -0.67000300289807313     
          30 -0.69581801748402117     
          31 -0.70086440232367131     
          32 -0.69853204077288145     
          33 -0.73560600581352475     
          34 -0.74424104952358139     
          35 -0.77005606410952954     
          36 -0.75938020404253170     
          37 -0.75491690959057911     
          38 -0.76471813407603062     
          39 -0.85730233235282538     
          40 -0.83565906702498116     
          41 -0.84516874631658401     
          42 -0.86001635564168566     
          43 -0.85496997080203552     
          44 -0.91193793000743062     
          45 -0.89679877548848019     
          46 -0.91193793000743062     
          47 -0.92144760929903335     
          48 -0.97249454808323210     
          49 -0.96269332359778059     
          50 -0.96065250724083950     
          51 -0.95677230317658424     
          52 -0.99238854224798390     
          53  -1.0075276967669342     
          54 -0.99743492708763404     
          55  -1.0315934401897899     
          56  -1.0731306996823859     
          57  -1.0838065597493838     
          58  -1.0888529445890338     
          59  -1.1034090087202868     
          60  -1.1227199124973410     
          61  -1.1737668512815398     
          62  -1.2079253643836958     
          63  -1.1972495043166982     
          64  -1.2586807579740458     
          65  -1.2393698541969915     
          66  -1.2289855393238425     
          67  -1.2651848687829397     
          68  -1.2693566180410436     
          69  -1.2901252477873415     
          70  -1.3035151311431996     
          71  -1.3046813119185945     
          72  -1.3310794168922400     
          73  -1.3106023323397908     
          74  -1.3402975509899941     
          75  -1.3560197958966420     
          76  -1.3593169095731996     
          77  -1.3405890961838429     
          78  -1.4014372594534932     
          79  -1.4109469387450959     
          80  -1.4067751894869920     
          81  -1.4159933235847462     
          82  -1.4151186880031998     
          83  -1.4563644023019471     
          84  -1.4263776384578950     
          85  -1.4311324781036965     
          86  -1.4560728571080983     
          87  -1.5020734110526472     
          88  -1.4821794168878955     
          89  -1.4916890961794982     
          90  -1.4946946646622072     
          91  -1.5317686297028505     
          92  -1.5415698541883021     
          93  -1.5421529445759994     
          94  -1.5323517200905479     
          95  -1.5169210203777488     
          96  -1.4944031194683585     
          97  -1.5314770845090018     
          98  -1.5359403789609545     
          99  -1.5926167929725008     
         100  -1.5564174635134036     
