          10   -953.0099
          20   -959.5106
          30   -949.2082
          40   -948.3050
          50   -958.5153
          60   -954.2083
          70   -951.2875
          80   -950.6546
          90   -960.9015
         100   -953.1339
         110   -950.9237
         120   -953.7619
